mean_coal_4800,mean_coal_5500,mean_coal_5700,mean_coal_6000,mean_india_5500,var_coal_4800,var_coal_5500,var_coal_5700,var_coal_6000,var_india_5500,std_coal_4800,std_coal_5500,std_coal_5700,std_coal_6000,std_india_5500,range_coal_4800,range_coal_5500,range_coal_5700,range_coal_6000,range_india_5500
59.70204932752125,102.25623579234899,124.53239148653117,138.44022834132286,127.87987462968145,2637.896917043687,3694.1479319616337,5648.173613849548,6887.006105278694,4768.476306240657,51.36046063893593,60.77950256428259,75.15433196995066,82.98798771676955,69.05415488035935,301.0899963378906,360.239990234375,412.3500061035156,428.2200012207031,428.2200012207031
