Coal_RB_4800_FOB_London_Close_USD,Coal_RB_5500_FOB_London_Close_USD,Coal_RB_5700_FOB_London_Close_USD,Coal_RB_6000_FOB_CurrentWeek_Avg_USD,Coal_India_5500_CFR_London_Close_USD
133.8,194.27,251.91,252.2,190.43
133.8,194.27,251.91,252.2,190.43
133.8,194.27,251.91,252.2,190.43
133.8,194.27,251.91,252.2,190.43
133.8,194.27,251.91,252.2,190.43
124.23,176.57,228.71,228.94,185.92
124.23,176.57,228.71,228.94,185.92
124.23,176.57,228.71,228.94,185.92
124.23,176.57,228.71,228.94,185.92
124.23,176.57,228.71,228.94,185.92
115.27,165.67,216.02,229.33,176.76
115.27,165.67,216.02,229.33,176.76
115.27,165.67,216.02,229.33,176.76
115.27,165.67,216.02,229.33,176.76
115.27,165.67,216.02,229.33,176.76
112.79,156.98,203.85,219.3,176.32
112.79,156.98,203.85,219.3,176.32
112.79,156.98,203.85,219.3,176.32
112.79,156.98,203.85,219.3,176.32
112.79,156.98,203.85,219.3,176.32
125.47,147.0,191.34,205.64,171.86
125.47,147.0,191.34,205.64,171.86
125.47,147.0,191.34,205.64,171.86
125.47,147.0,191.34,205.64,171.86
125.47,147.0,191.34,205.64,171.86
125.18,143.85,164.24,172.55,158.45
125.18,143.85,164.24,172.55,158.45
125.18,143.85,164.24,172.55,158.45
125.18,143.85,164.24,172.55,158.45
125.18,143.85,164.24,172.55,158.45
119.49,147.03,173.52,181.7,154.98
119.49,147.03,173.52,181.7,154.98
119.49,147.03,173.52,181.7,154.98
119.49,147.03,173.52,181.7,154.98
119.49,147.03,173.52,181.7,154.98
130.77,162.8,191.17,217.08,157.55
130.77,162.8,191.17,217.08,157.55
130.77,162.8,191.17,217.08,157.55
130.77,162.8,191.17,217.08,157.55
130.77,162.8,191.17,217.08,157.55
145.3,175.18,210.88,236.32,165.72
145.3,175.18,210.88,236.32,165.72
145.3,175.18,210.88,236.32,165.72
145.3,175.18,210.88,236.32,165.72
145.3,175.18,210.88,236.32,165.72
138.18,172.46,211.75,235.9,164.13
138.18,172.46,211.75,235.9,164.13
138.18,172.46,211.75,235.9,164.13
138.18,172.46,211.75,235.9,164.13
138.18,172.46,211.75,235.9,164.13
119.43,147.96,186.2,206.01,160.66
119.43,147.96,186.2,206.01,160.66
119.43,147.96,186.2,206.01,160.66
119.43,147.96,186.2,206.01,160.66
119.43,147.96,186.2,206.01,160.66
116.49,140.33,173.37,177.92,162.07
87.95318352059924,113.35315543071162,134.97180711610488,144.35149446494464,123.7597097378277
87.95318352059924,113.35315543071162,134.97180711610488,177.92,123.7597097378277
116.49,140.33,173.37,177.92,162.07
116.49,140.33,173.37,177.92,162.07
98.55,126.43,160.44,186.25,156.63
87.95318352059924,113.35315543071162,134.97180711610488,144.35149446494464,123.7597097378277
98.55,126.43,160.44,186.25,156.63
98.55,126.43,160.44,186.25,156.63
98.55,126.43,160.44,186.25,156.63
112.23,126.64,159.49,179.05,150.04
112.23,126.64,159.49,179.05,150.04
112.23,126.64,159.49,179.05,150.04
112.23,126.64,159.49,179.05,150.04
112.23,126.64,159.49,179.05,150.04
97.04,119.51,147.63,163.95,146.2
97.04,119.51,147.63,163.95,146.2
97.04,119.51,147.63,163.95,146.2
97.04,119.51,147.63,163.95,146.2
97.04,119.51,147.63,163.95,146.2
106.55,124.98,150.35,166.49,146.98
106.55,124.98,150.35,166.49,146.98
106.55,124.98,150.35,166.49,146.98
106.55,124.98,150.35,166.49,146.98
106.55,124.98,150.35,166.49,146.98
100.63,121.2,139.81,150.36,141.97
100.63,121.2,139.81,150.36,141.97
100.63,121.2,139.81,150.36,141.97
100.63,121.2,139.81,150.36,141.97
100.63,121.2,139.81,150.36,141.97
98.3,116.85,133.1,145.78,136.65
98.3,116.85,133.1,145.78,136.65
98.3,116.85,133.1,145.78,136.65
98.3,116.85,133.1,145.78,136.65
98.3,116.85,133.1,145.78,136.65
97.55,116.91,132.67,144.45,134.3
97.55,116.91,132.67,144.45,134.3
97.55,116.91,132.67,144.45,134.3
97.55,116.91,132.67,144.45,134.3
97.55,116.91,132.67,144.45,134.3
95.97,114.69,130.44,136.87,128.91
95.97,114.69,130.44,136.87,128.91
95.97,114.69,130.44,136.87,128.91
95.97,114.69,130.44,136.87,128.91
95.97,114.69,130.44,136.87,128.91
93.81,112.82,129.45,136.57,127.6
93.81,112.82,129.45,136.57,127.6
93.81,112.82,129.45,136.57,127.6
93.81,112.82,129.45,136.57,127.6
93.81,112.82,129.45,136.57,127.6
96.39,114.61,130.18,140.9,132.0
96.39,114.61,130.18,140.9,132.0
96.39,114.61,130.18,140.9,132.0
96.39,114.61,130.18,140.9,132.0
96.39,114.61,130.18,140.9,132.0
92.09,107.99,122.49,127.13,129.88
92.09,107.99,122.49,127.13,129.88
92.09,107.99,122.49,127.13,129.88
92.09,107.99,122.49,127.13,129.88
92.09,107.99,122.49,127.13,129.88
93.8,112.06,128.5,134.18,130.96
93.8,112.06,128.5,134.18,130.96
93.8,112.06,128.5,134.18,130.96
93.8,112.06,128.5,134.18,130.96
93.8,112.06,128.5,134.18,130.96
92.0,108.94,123.68,130.07,130.44
92.0,108.94,123.68,130.07,130.44
92.0,108.94,123.68,130.07,130.44
92.0,108.94,123.68,130.07,130.44
92.0,108.94,123.68,130.07,130.44
94.51,111.41,128.84,135.08,128.99
94.51,111.41,128.84,135.08,128.99
94.51,111.41,128.84,135.08,128.99
94.51,111.41,128.84,135.08,128.99
95.97,113.65,129.24,133.76,127.96
87.95318352059924,113.35315543071162,134.97180711610488,144.35149446494464,123.7597097378277
87.95318352059924,113.35315543071162,134.97180711610488,144.35149446494464,123.7597097378277
95.97,113.65,129.24,133.76,127.96
95.97,113.65,129.24,133.76,127.96
95.97,113.65,129.24,133.76,127.96
89.92,105.11,119.93,122.4,126.04
89.92,105.11,119.93,122.4,126.04
89.92,105.11,119.93,122.4,126.04
89.92,105.11,119.93,122.4,126.04
89.92,105.11,119.93,122.4,126.04
90.45,107.23,120.27,126.95,125.23
90.45,107.23,120.27,126.95,125.23
90.45,107.23,120.27,126.95,125.23
90.45,107.23,120.27,126.95,125.23
90.45,107.23,120.27,126.95,125.23
91.28,108.09,122.2,127.42,125.82
87.95318352059924,113.35315543071162,134.97180711610488,144.35149446494464,123.7597097378277
91.28,108.09,122.2,127.42,125.82
91.28,108.09,122.2,127.42,125.82
91.28,108.09,122.2,127.42,125.82
87.26,103.26,116.71,122.63,123.74
87.95318352059924,113.35315543071162,134.97180711610488,144.35149446494464,123.7597097378277
87.26,103.26,116.71,122.63,123.74
87.26,103.26,116.71,122.63,123.74
87.26,103.26,116.71,122.63,123.74
78.21,97.07,104.98,112.03,116.59
78.21,97.07,104.98,112.03,116.59
78.21,97.07,104.98,112.03,116.59
78.21,97.07,104.98,112.03,116.59
78.21,97.07,104.98,112.03,116.59
71.96,87.11,97.31,103.98,108.14
71.96,87.11,97.31,103.98,108.14
71.96,87.11,97.31,103.98,108.14
71.96,87.11,97.31,103.98,108.14
71.96,87.11,97.31,103.98,108.14
71.12,86.39,98.43,104.24,104.4
87.95318352059924,113.35315543071162,134.97180711610488,144.35149446494464,123.7597097378277
71.12,86.39,98.43,104.24,104.4
71.12,86.39,98.43,104.24,104.4
71.12,86.39,98.43,104.24,104.4
67.16,81.5,92.15,96.72,101.01
67.16,81.5,92.15,96.72,101.01
67.16,81.5,92.15,96.72,101.01
67.16,81.5,92.15,96.72,101.01
67.16,81.5,92.15,96.72,101.01
71.06,85.96,97.6,100.6,99.36
71.06,85.96,97.6,100.6,99.36
71.06,85.96,97.6,100.6,99.36
71.06,85.96,97.6,100.6,99.36
71.06,85.96,97.6,100.6,99.36
70.86,86.93,100.23,100.86,95.63
70.86,86.93,100.23,100.86,95.63
70.86,86.93,100.23,100.86,95.63
70.86,86.93,100.23,100.86,95.63
70.86,86.93,100.23,100.86,95.63
70.13,84.58,100.69,99.48,97.08
70.13,84.58,100.69,99.48,97.08
70.13,84.58,100.69,99.48,97.08
70.13,84.58,100.69,99.48,97.08
70.13,84.58,100.69,99.48,97.08
71.28,87.01,101.66,100.88,97.75
71.28,87.01,101.66,100.88,97.75
71.28,87.01,101.66,100.88,97.75
71.28,87.01,101.66,100.88,97.75
71.28,87.01,101.66,100.88,97.75
72.95,89.24,104.04,102.9,98.17
72.95,89.24,104.04,102.9,98.17
72.95,89.24,104.04,102.9,98.17
72.95,89.24,104.04,102.9,98.17
72.95,89.24,104.04,102.9,98.17
64.62,79.61,93.42,92.82,94.9
64.62,79.61,93.42,92.82,94.9
64.62,79.61,93.42,92.82,94.9
64.62,79.61,93.42,92.82,94.9
64.62,79.61,93.42,92.82,94.9
68.77,83.05,94.84,90.6,97.63
68.77,83.05,94.84,90.6,97.63
68.77,83.05,94.84,90.6,97.63
68.77,83.05,94.84,90.6,97.63
68.77,83.05,94.84,90.6,97.63
72.43,88.62,101.66,89.19,97.25
72.43,88.62,101.66,89.19,97.25
72.43,88.62,101.66,89.19,97.25
72.43,88.62,101.66,89.19,97.25
72.43,88.62,101.66,89.19,97.25
72.3,88.82,101.37,105.18,99.29
72.3,88.82,101.37,105.18,99.29
72.3,88.82,101.37,105.18,99.29
72.3,88.82,101.37,105.18,99.29
72.3,88.82,101.37,105.18,99.29
75.4,92.25,105.73,111.3,101.49
75.4,92.25,105.73,111.3,101.49
75.4,92.25,105.73,111.3,101.49
75.4,92.25,105.73,111.3,101.49
75.4,92.25,105.73,111.3,101.49
79.28,96.66,110.94,115.63,103.82
79.28,96.66,110.94,115.63,103.82
79.28,96.66,110.94,115.63,103.82
79.28,96.66,110.94,115.63,103.82
79.28,96.66,110.94,115.63,103.82
82.54,100.17,115.36,120.33,105.88
87.95318352059924,113.35315543071162,134.97180711610488,144.35149446494464,123.7597097378277
82.54,100.17,115.36,120.33,105.88
82.54,100.17,115.36,120.33,105.88
82.54,100.17,115.36,120.33,105.88
81.79,99.41,113.72,112.63,108.31
81.79,99.41,113.72,112.63,108.31
81.79,99.41,113.72,112.63,108.31
81.79,99.41,113.72,112.63,108.31
81.79,99.41,113.72,112.63,108.31
79.64,97.85,111.5,115.37,108.41
79.64,97.85,111.5,115.37,108.41
79.64,97.85,111.5,115.37,108.41
79.64,97.85,111.5,115.37,108.41
79.64,97.85,111.5,115.37,108.41
85.45,104.8,118.88,122.34,111.18
85.45,104.8,118.88,122.34,111.18
85.45,104.8,118.88,122.34,111.18
85.45,104.8,118.88,122.34,111.18
85.45,104.8,118.88,122.34,111.18
88.71,107.76,123.98,131.77,116.48
88.71,107.76,123.98,131.77,116.48
88.71,107.76,123.98,131.77,116.48
88.71,107.76,123.98,131.77,116.48
88.71,107.76,123.98,131.77,116.48
89.84,109.47,125.8,133.79,118.29
89.84,109.47,125.8,133.79,118.29
89.84,109.47,125.8,133.79,118.29
89.84,109.47,125.8,133.79,118.29
89.84,109.47,125.8,133.79,118.29
84.48,101.92,117.35,125.44,119.6
84.48,101.92,117.35,125.44,119.6
84.48,101.92,117.35,125.44,119.6
84.48,101.92,117.35,125.44,119.6
84.48,101.92,117.35,125.44,119.6
91.16,112.25,125.93,133.41,123.7
91.16,112.25,125.93,133.41,123.7
91.16,112.25,125.93,133.41,123.7
91.16,112.25,125.93,133.41,123.7
91.16,112.25,125.93,133.41,123.7
94.45,113.71,128.44,134.73,124.55
94.45,113.71,128.44,134.73,124.55
94.45,113.71,128.44,134.73,124.55
94.45,113.71,128.44,134.73,124.55
94.45,113.71,128.44,134.73,124.55
88.64,107.51,121.68,126.8,121.91
88.64,107.51,121.68,126.8,121.91
88.64,107.51,121.68,126.8,121.91
88.64,107.51,121.68,126.8,121.91
88.64,107.51,121.68,126.8,121.91
83.18,101.26,114.85,122.27,117.57
83.18,101.26,114.85,122.27,117.57
83.18,101.26,114.85,122.27,117.57
83.18,101.26,114.85,122.27,117.57
83.18,101.26,114.85,122.27,117.57
77.81,94.6,108.43,116.69,114.04
77.81,94.6,108.43,116.69,114.04
77.81,94.6,108.43,116.69,114.04
77.81,94.6,108.43,116.69,114.04
77.81,94.6,108.43,116.69,114.04
74.8,91.56,104.62,110.41,113.29
74.8,91.56,104.62,110.41,113.29
74.8,91.56,104.62,110.41,113.29
74.8,91.56,104.62,110.41,113.29
74.8,91.56,104.62,110.41,113.29
76.82,94.01,105.44,109.99,111.68
76.82,94.01,105.44,109.99,111.68
76.82,94.01,105.44,109.99,111.68
76.82,94.01,105.44,109.99,111.68
76.82,94.01,105.44,109.99,111.68
76.19,93.15,105.08,104.96,110.66
76.19,93.15,105.08,104.96,110.66
76.19,93.15,105.08,104.96,110.66
76.19,93.15,105.08,104.96,110.66
76.19,93.15,105.08,104.96,110.66
73.96,89.28,100.27,101.73,108.33
73.96,89.28,100.27,101.73,108.33
73.96,89.28,100.27,101.73,108.33
73.96,89.28,100.27,101.73,108.33
73.96,89.28,100.27,101.73,108.33
70.8,86.89,98.24,99.81,104.07
70.8,86.89,98.24,99.81,104.07
70.8,86.89,98.24,99.81,104.07
70.8,86.89,98.24,99.81,104.07
70.8,86.89,98.24,99.81,104.07
70.35,86.36,97.18,97.99,103.44
87.95318352059924,113.35315543071162,134.97180711610488,144.35149446494464,123.7597097378277
87.95318352059924,113.35315543071162,134.97180711610488,97.99,123.7597097378277
70.35,86.36,97.18,97.99,103.44
70.35,86.36,97.18,97.99,103.44
70.83,84.89,97.04,97.56,103.05
87.95318352059924,113.35315543071162,134.97180711610488,144.35149446494464,123.7597097378277
70.83,84.89,97.04,94.75,103.05
70.83,84.89,97.04,94.75,103.05
70.83,84.89,97.04,94.75,103.05
70.58,84.87,96.54,94.75,102.62
70.58,84.87,96.54,96.94,102.62
70.58,84.87,96.54,96.94,102.62
70.58,84.87,96.54,96.94,102.62
70.58,84.87,96.54,96.94,102.62
68.88,84.49,94.3,96.94,101.8
68.88,84.49,94.3,96.23,101.8
68.88,84.49,94.3,96.23,101.8
68.88,84.49,94.3,96.23,101.8
68.88,84.49,94.3,96.23,101.8
66.82,82.68,92.74,96.23,99.5
66.82,82.68,92.74,91.04,99.5
66.82,82.68,92.74,91.04,99.5
66.82,82.68,92.74,91.04,99.5
66.82,82.68,92.74,91.04,99.5
63.76,79.22,89.26,91.04,97.7
63.76,79.22,89.26,90.16,97.7
63.76,79.22,89.26,90.16,97.7
63.76,79.22,89.26,90.16,97.7
63.76,79.22,89.26,90.16,97.7
63.95,78.74,88.83,90.16,95.42
63.95,78.74,88.83,92.22,95.42
63.95,78.74,88.83,92.22,95.42
63.95,78.74,88.83,92.22,95.42
63.95,78.74,88.83,92.22,95.42
65.8,81.73,91.0,92.22,96.54
65.8,81.73,91.0,92.87,96.54
65.8,81.73,91.0,92.87,96.54
65.8,81.73,91.0,92.87,96.54
65.8,81.73,91.0,92.87,96.54
65.88,82.04,90.98,92.87,96.79
65.88,82.04,90.98,93.15,96.79
65.88,82.04,90.98,93.15,96.79
65.88,82.04,90.98,93.15,96.79
65.88,82.04,90.98,93.15,96.79
66.13,82.13,91.23,93.15,97.82
66.13,82.13,91.23,92.42,97.82
66.13,82.13,91.23,92.42,97.82
66.13,82.13,91.23,92.42,97.82
66.13,82.13,91.23,92.42,97.82
69.47,85.62,95.38,92.42,101.32
69.47,85.62,95.38,94.9,101.32
69.47,85.62,95.38,94.9,101.32
69.47,85.62,95.38,94.9,101.32
69.47,85.62,95.38,94.9,101.32
72.42,90.49,101.98,94.9,106.86
72.42,90.49,101.98,97.24,106.86
72.42,90.49,101.98,97.24,106.86
72.42,90.49,101.98,97.24,106.86
72.42,90.49,101.98,97.24,106.86
70.93,89.59,99.84,97.24,107.45
70.93,89.59,99.84,100.64,107.45
70.93,89.59,99.84,100.64,107.45
70.93,89.59,99.84,100.64,107.45
70.93,89.59,99.84,100.64,107.45
70.16,89.59,99.51,100.91,105.39
70.16,89.59,99.51,100.91,105.39
70.16,89.59,99.51,100.91,105.39
70.16,89.59,99.51,100.91,105.39
73.17,91.01,102.58,100.91,105.67
87.95318352059924,113.35315543071162,134.97180711610488,144.35149446494464,123.7597097378277
87.95318352059924,113.35315543071162,134.97180711610488,144.35149446494464,123.7597097378277
73.17,91.01,102.58,102.51,105.67
73.17,91.01,102.58,102.51,105.67
73.17,91.01,102.58,102.51,105.67
75.43,93.0,103.63,102.51,105.16
75.43,93.0,103.63,106.93,105.16
75.43,93.0,103.63,106.93,105.16
75.43,93.0,103.63,106.93,105.16
75.43,93.0,103.63,106.93,105.16
72.41,92.75,104.42,106.93,106.36
72.41,92.75,104.42,110.95,106.36
72.41,92.75,104.42,110.95,106.36
72.41,92.75,104.42,110.95,106.36
72.41,92.75,104.42,110.95,106.36
75.71,95.8,108.91,110.95,108.06
75.71,95.8,108.91,106.69,108.06
75.71,95.8,108.91,106.69,108.06
75.71,95.8,108.91,106.69,108.06
75.71,95.8,108.91,106.69,108.06
71.77,91.31,103.78,106.69,107.74
71.77,91.31,103.78,103.58,107.74
71.77,91.31,103.78,103.58,107.74
71.77,91.31,103.78,103.58,107.74
71.77,91.31,103.78,103.58,107.74
71.54,91.37,102.73,106.02,107.08
87.95318352059924,113.35315543071162,134.97180711610488,144.35149446494464,123.7597097378277
71.54,91.37,102.73,106.02,107.08
71.54,91.37,102.73,106.02,107.08
71.54,91.37,102.73,106.02,107.08
72.05,92.93,104.89,106.02,108.05
72.05,92.93,104.89,106.05,108.05
72.05,92.93,104.89,106.05,108.05
72.05,92.93,104.89,106.05,108.05
72.05,92.93,104.89,106.05,108.05
71.86,92.39,103.69,106.05,108.7
71.86,92.39,103.69,110.38,108.7
71.86,92.39,103.69,110.38,108.7
71.86,92.39,103.69,110.38,108.7
71.86,92.39,103.69,110.38,108.7
74.87,95.36,107.11,111.35,111.29
87.95318352059924,113.35315543071162,134.97180711610488,144.35149446494464,123.7597097378277
74.87,95.36,107.11,111.35,111.29
74.87,95.36,107.11,111.35,111.29
74.87,95.36,107.11,111.35,111.29
76.97,98.19,110.11,111.35,111.73
76.97,98.19,110.11,109.62,111.73
76.97,98.19,110.11,109.62,111.73
76.97,98.19,110.11,109.62,111.73
76.97,98.19,110.11,109.62,111.73
76.13,96.98,108.91,109.62,112.64
76.13,96.98,108.91,107.81,112.64
76.13,96.98,108.91,107.81,112.64
76.13,96.98,108.91,107.81,112.64
76.13,96.98,108.91,107.81,112.64
72.77,94.88,107.09,107.81,111.61
72.77,94.88,107.09,106.83,111.61
72.77,94.88,107.09,106.83,111.61
72.77,94.88,107.09,106.83,111.61
72.77,94.88,107.09,106.83,111.61
73.3,94.56,107.31,106.83,111.2
73.3,94.56,107.31,106.22,111.2
73.3,94.56,107.31,106.22,111.2
73.3,94.56,107.31,106.22,111.2
73.3,94.56,107.31,106.22,111.2
71.38,92.08,103.68,106.22,109.15
